ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2474,52,21,133,95479,3,7.65,3,75,0,0,0,0,1
2475,61,29,148,97436,2,6.38,2,67,0,0,0,0,1
2476,47,29,30,93090,2,1.98,2,65,0,0,0,1,1
2477,59,7,74,96497,2,4.69,2,221,1,0,0,0,1
2478,30,33,21,95168,3,1.35,3,150,0,0,0,1,1
2479,64,8,84,96993,3,3.21,1,273,0,0,0,1,0
2480,38,19,191,90973,2,5.45,2,277,0,0,0,1,0
2481,30,39,35,95277,4,2.98,1,67,0,1,1,0,1
2482,23,24,169,98257,4,5.43,1,234,0,0,0,1,0
2483,27,18,125,96092,3,2.34,1,202,0,0,0,0,1
2484,25,4,165,92906,1,5.91,1,232,0,0,0,1,0
2485,23,10,194,90570,2,3.2,1,162,0,0,0,1,1
2486,26,14,49,90307,2,6.43,2,97,0,0,0,0,1
2487,62,7,29,93742,1,1.53,3,8,0,0,0,1,0
2488,57,18,81,98974,3,3.21,1,248,0,0,0,0,1
2489,54,22,104,90765,4,3.98,3,226,0,0,0,1,1
2490,64,26,153,98964,3,3.68,3,240,0,1,1,1,1
2491,56,39,86,97814,4,3.75,2,74,1,0,0,1,0
2492,47,31,60,97735,4,3.84,1,16,0,0,0,1,1
2493,32,25,190,98036,3,7.92,3,50,0,0,0,1,0
2494,43,26,37,97596,2,1.95,3,227,0,0,0,1,1
2495,61,18,77,90539,2,6.26,1,193,0,0,0,1,1
2496,49,28,79,97985,2,4.64,2,279,0,0,0,1,1
2497,49,38,107,92049,4,3.6,2,237,0,0,0,1,1
2498,24,32,46,93283,2,5.25,1,270,0,0,1,1,1
2499,63,18,87,94675,4,6.9,3,156,0,0,0,1,0
2500,35,36,41,91663,2,4.0,2,253,0,0,1,1,1
2501,31,18,171,96476,3,6.99,2,117,0,1,0,1,1
2502,58,32,59,99239,1,1.2,3,49,0,0,0,1,1
2503,44,15,128,93439,4,5.4,3,277,0,0,0,1,1
2504,64,22,93,98697,3,3.0,3,51,0,0,0,1,1
2505,48,6,85,97143,4,3.4,3,180,0,0,0,1,1
2506,34,25,187,93247,4,4.78,1,30,1,0,0,1,0
2507,39,31,25,93500,3,4.1,3,245,0,0,0,1,1
2508,36,11,131,91910,2,3.36,2,89,0,0,0,1,1
2509,36,7,37,90732,4,2.81,3,30,0,0,0,1,1
2510,56,4,100,93513,1,5.14,3,101,0,1,0,1,1
2511,42,27,121,99763,1,4.29,1,229,0,0,0,1,1
2512,33,4,129,94609,3,2.92,1,96,0,0,0,1,1
2513,38,25,49,94456,1,2.04,3,66,0,0,0,1,0
2514,53,4,141,93335,3,6.31,1,191,0,0,0,1,1
2515,28,21,168,98168,3,6.5,1,210,1,0,0,1,1
2516,41,14,81,97056,4,2.1,1,136,0,0,0,1,0
2517,59,12,157,92753,3,2.46,1,183,0,0,0,1,1
2518,26,27,139,91372,3,2.29,3,55,0,0,0,1,1
2519,26,32,126,99636,2,7.13,1,249,1,0,0,1,0
2520,42,22,160,93376,4,6.31,1,281,0,1,0,1,0
2521,32,32,95,98481,1,1.06,2,59,0,0,0,1,1
2522,46,17,28,90063,2,6.74,3,127,0,0,1,1,1
2523,57,29,58,93945,2,0.78,1,204,0,0,0,1,1
2524,48,25,43,90329,4,2.4,2,213,0,0,0,1,1
2525,59,15,144,94858,4,7.39,1,126,0,0,0,1,1
2526,60,12,137,91963,2,6.98,3,71,0,0,0,1,0
2527,43,38,53,93088,4,6.36,2,215,0,0,0,1,1
2528,62,32,80,90140,4,3.93,2,89,0,1,0,1,0
2529,61,25,188,94539,3,2.91,3,232,0,0,0,1,0
2530,43,0,152,92473,4,7.11,2,232,0,0,0,1,0
2531,32,37,98,95594,3,5.43,2,62,0,0,0,1,1
2532,60,1,69,93903,2,2.72,1,246,0,0,0,1,1
2533,26,5,151,95364,2,3.97,2,134,0,1,0,1,1
2534,42,37,70,90449,1,7.11,3,1,0,0,0,1,1
2535,39,23,71,94446,4,7.28,1,160,1,0,0,1,1
2536,29,17,141,94694,2,5.44,2,139,0,0,0,1,1
2537,26,26,186,94806,3,5.99,1,201,0,0,0,0,1
2538,51,7,27,90869,2,0.79,3,124,0,0,1,1,0
2539,36,27,132,96079,4,5.03,2,81,0,0,1,1,1
2540,25,9,64,97307,1,5.67,3,163,0,0,0,0,1
2541,46,16,107,93659,1,0.65,3,239,0,0,0,0,1
2542,59,28,47,93602,2,6.83,2,212,0,0,0,0,1
2543,38,5,138,98584,1,7.46,2,148,0,0,0,0,0
2544,26,13,126,99033,4,2.28,1,71,0,0,0,1,1
2545,46,21,46,92448,4,6.84,3,102,0,0,1,1,1
2546,56,5,181,97592,1,5.49,2,182,0,0,0,1,1
2547,52,25,100,92953,3,4.86,3,183,0,1,0,1,0
2548,40,38,120,95131,1,6.82,2,12,0,0,0,0,1
2549,41,11,81,91358,1,2.64,3,231,1,0,0,1,1
2550,53,34,81,99182,2,6.43,1,149,1,0,1,1,1
2551,41,13,185,99230,3,2.86,3,262,0,0,0,0,0
2552,41,21,45,98219,1,6.41,2,23,0,0,0,1,1
2553,44,22,140,90387,2,3.88,1,188,0,1,0,0,1
2554,46,6,43,90832,2,1.38,1,132,0,0,0,1,1
2555,34,39,58,98441,2,3.36,2,49,0,1,0,0,1
2556,52,24,143,99720,4,2.25,1,182,0,0,0,0,0
2557,60,12,40,94193,2,1.25,3,25,0,0,1,1,0
2558,53,20,113,91838,2,1.33,3,137,1,0,0,1,1
2559,58,9,194,99552,4,6.35,2,10,0,1,0,1,1
2560,41,8,134,99515,4,7.11,3,295,0,0,0,1,0
2561,58,14,195,90891,2,7.45,2,101,1,0,0,1,1
2562,52,1,140,95588,1,6.9,1,10,0,0,0,0,1
2563,55,24,32,91305,3,6.73,3,111,1,0,0,1,1
2564,40,12,150,95283,4,1.02,2,93,0,0,0,1,1
2565,50,33,179,94548,3,6.43,3,259,0,0,0,1,0
2566,33,33,182,94192,4,6.37,1,257,0,0,1,1,1
2567,55,34,38,96452,2,1.48,1,166,0,0,0,0,1
2568,39,37,161,98453,4,5.47,3,208,0,0,0,1,0
2569,28,2,195,92340,2,3.89,1,44,0,0,0,1,1
2570,26,5,100,91793,3,7.25,2,204,0,0,0,1,1
2571,42,18,142,96394,1,5.72,3,41,0,0,0,1,1
2572,49,2,87,90324,2,7.63,3,284,0,0,1,0,0
2573,37,17,192,99177,3,1.29,1,99,0,0,0,1,1
2574,28,38,38,97848,3,0.8,2,271,1,0,0,1,1
2575,36,8,83,98114,4,7.8,3,5,0,0,0,1,0
2576,33,11,120,96644,2,1.1,3,41,0,0,0,1,0
2577,61,4,85,94782,3,3.4,1,252,0,0,0,1,1
2578,31,2,85,99931,1,5.37,1,75,0,0,0,1,1
2579,48,10,94,93137,4,7.1,2,41,1,0,0,0,1
2580,38,29,64,93898,4,2.41,2,267,0,0,0,1,1
2581,27,3,106,90835,3,0.72,1,216,1,0,0,0,1
2582,32,4,86,94154,2,4.41,2,63,1,0,0,1,0
2583,25,0,22,92778,4,4.03,1,178,0,0,0,1,1
2584,35,26,185,99588,2,2.8,3,28,0,0,0,1,0
2585,52,27,189,96409,3,7.05,1,274,0,0,0,1,1
2586,28,28,187,99868,3,6.12,1,215,0,0,0,0,0
2587,39,17,197,94313,2,6.94,1,53,0,1,0,1,0
2588,41,11,182,95646,1,1.71,3,79,1,0,0,1,1
2589,64,12,43,97608,4,5.69,2,193,0,0,1,1,1
2590,57,1,107,93721,3,7.81,2,199,0,0,0,0,0
2591,48,36,36,97911,1,5.09,2,12,0,0,0,1,1
2592,27,15,59,91671,1,1.79,1,221,0,1,0,1,1
2593,51,23,191,90916,2,7.97,1,192,0,0,0,0,1
2594,59,34,170,95588,2,4.46,2,239,0,0,0,1,1
2595,42,21,25,99109,2,6.8,3,269,0,1,0,0,1
2596,43,35,168,99325,1,1.62,3,297,0,0,0,1,1
2597,32,10,138,96496,4,5.5,3,98,0,0,0,0,0
2598,27,28,139,91836,2,7.34,3,219,1,0,0,1,0
2599,58,34,54,92138,4,4.49,1,103,0,0,0,1,1
2600,28,14,132,94007,2,2.66,2,64,0,0,0,1,0
2601,48,30,48,91905,1,1.46,3,144,0,0,0,1,1
2602,26,15,26,93989,4,2.72,1,37,1,0,0,1,1
2603,61,9,72,93485,4,3.16,1,27,0,0,0,1,1
2604,61,31,184,94797,1,5.82,1,288,0,0,0,1,0
2605,57,1,42,92732,4,1.84,2,236,0,0,0,1,1
2606,23,23,116,97714,1,1.3,1,125,1,0,0,1,1
2607,46,22,155,91321,1,3.4,2,84,0,0,0,0,0
2608,58,1,95,93354,3,3.94,2,236,0,0,0,1,1
2609,28,37,195,99720,2,5.21,2,245,0,0,0,1,1
2610,63,30,29,97101,3,5.81,2,265,0,0,0,1,0
2611,53,39,136,94743,1,7.17,1,248,0,0,0,1,1
2612,42,25,43,98951,1,2.67,1,291,0,0,0,1,1
2613,46,28,194,97014,4,4.46,1,204,0,0,0,0,1
2614,47,2,58,93412,1,3.25,3,227,0,0,0,1,1
2615,58,13,85,97825,1,0.51,3,239,0,0,0,1,1
2616,43,24,25,91357,1,4.85,2,72,0,0,1,1,0
2617,52,0,40,93481,2,6.62,2,158,0,0,0,1,1
2618,46,2,92,99140,3,0.77,2,211,0,0,0,0,0
2619,64,25,93,91766,3,0.53,2,135,0,0,0,1,0
2620,52,17,55,98219,2,5.96,2,282,0,0,0,1,1
2621,44,8,150,97163,2,5.63,3,163,0,0,0,0,1
2622,50,37,189,92470,2,3.54,2,136,0,0,0,0,1
2623,29,22,192,90159,3,5.46,1,170,0,0,0,1,1
2624,57,20,63,92892,3,7.65,2,151,0,0,0,1,0
2625,50,0,110,95326,1,2.36,1,164,0,0,0,1,1
2626,36,20,180,94113,3,2.34,1,296,0,0,0,1,1
2627,32,26,79,97749,4,1.9,1,103,0,0,0,1,1
2628,38,5,112,97798,3,5.93,1,221,0,0,0,1,1
2629,38,35,102,94999,2,3.15,2,281,0,0,0,1,1
2630,53,27,102,91570,3,7.92,2,128,0,0,0,1,0
2631,64,16,96,99028,1,5.86,2,219,0,0,0,1,0
2632,47,39,45,93405,3,3.26,2,172,0,0,0,1,0
2633,35,2,40,95527,2,1.62,2,95,0,0,0,1,1
2634,28,11,139,95848,4,4.94,3,51,0,0,0,1,0
2635,31,38,149,96817,2,2.71,1,93,0,0,0,0,1
2636,58,11,194,91627,4,7.29,1,63,0,0,0,1,1
2637,42,1,127,96143,1,3.81,3,20,0,0,1,0,1
2638,40,21,177,98396,1,2.69,3,105,0,0,0,1,0
2639,43,22,46,96558,3,4.91,2,199,0,0,0,1,0
2640,26,29,90,95272,1,1.53,2,280,0,0,0,1,1
2641,55,4,167,97881,1,4.71,1,281,0,0,0,1,1
2642,49,8,69,98983,2,0.92,2,99,0,0,0,1,0
2643,29,20,114,93747,2,5.05,1,26,0,0,0,1,0
2644,28,10,42,99297,3,4.48,2,244,0,0,0,1,0
2645,37,4,160,99282,3,4.41,2,62,0,0,0,1,0
2646,40,34,100,91607,3,5.63,1,37,0,0,1,0,1
2647,54,26,151,95074,3,0.83,3,126,0,1,0,1,0
2648,33,1,161,97153,2,3.95,3,70,0,1,0,1,0
2649,42,23,39,96733,3,3.83,2,133,0,0,0,1,1
2650,46,30,143,90066,3,3.95,3,252,0,0,0,0,1
2651,37,32,32,98000,1,7.85,2,12,1,0,0,1,1
2652,29,38,22,97645,3,1.54,3,173,0,0,0,0,0
2653,43,29,194,99470,4,5.68,3,89,0,0,0,1,1
2654,64,36,150,94158,1,3.51,1,288,0,0,0,1,1
2655,48,27,148,99005,2,4.34,3,206,1,0,0,1,1
2656,36,30,109,90402,4,6.22,2,61,0,0,0,1,1
2657,59,10,171,97925,3,1.68,1,38,0,0,0,1,1
2658,43,22,54,94166,1,6.23,3,59,0,0,0,1,1
2659,40,1,33,92925,3,1.03,1,104,0,0,0,1,1
2660,27,39,160,92993,1,4.12,3,238,0,0,0,1,1
2661,25,26,194,99278,3,6.07,2,126,0,0,0,1,1
2662,45,34,69,90771,4,1.94,2,82,0,0,0,1,1
2663,48,1,97,97371,2,6.28,1,219,0,1,0,0,1
2664,59,38,173,99861,4,1.75,3,104,0,0,0,1,1
2665,46,36,22,95713,4,6.49,3,73,0,0,0,1,0
2666,41,20,198,98167,2,4.02,1,134,0,0,0,1,1
2667,47,4,59,91556,1,5.63,1,61,0,0,0,1,1
2668,43,20,183,91151,1,7.38,2,0,0,1,0,0,0
2669,34,28,70,95314,2,3.56,1,78,0,0,0,1,1
2670,63,19,20,91217,3,2.25,3,64,0,0,0,1,1
2671,55,37,123,93944,1,7.0,1,182,0,0,0,0,0
2672,26,19,180,98039,4,1.71,2,65,0,0,0,1,1
2673,64,24,154,92042,2,5.24,1,207,0,0,0,1,0
2674,29,1,136,96303,4,7.42,3,53,0,0,0,1,0
2675,44,31,135,98897,1,5.56,1,220,1,0,0,0,1
2676,55,25,71,92669,2,1.97,1,235,1,0,0,1,1
2677,39,5,139,92113,2,1.64,1,99,0,1,0,1,1
2678,46,2,158,92977,1,2.39,2,102,0,0,0,1,1
2679,56,32,174,94378,1,3.44,2,181,0,0,0,1,1
2680,50,0,161,97227,2,1.69,2,107,0,0,0,1,1
2681,63,4,105,96261,3,6.48,2,11,0,1,0,1,1
2682,61,12,65,90422,2,3.18,3,85,0,0,0,1,1
2683,44,18,95,98722,3,7.52,3,287,0,0,0,1,1
2684,39,11,29,90090,4,6.82,2,213,0,0,0,1,1
2685,56,24,171,93372,3,7.32,2,43,0,0,0,1,1
2686,28,34,80,96036,3,2.71,2,77,0,0,0,1,1
2687,28,11,37,91942,1,4.8,1,54,0,0,1,0,1
2688,56,29,105,93805,2,2.91,3,271,0,0,0,1,1
2689,23,4,156,99432,4,2.43,1,70,1,0,0,1,0
2690,32,33,164,99950,2,5.05,2,67,0,0,0,1,0
2691,43,21,147,90097,3,6.63,3,179,0,0,1,1,1
2692,27,38,123,91479,3,1.2,2,173,1,0,1,0,1
2693,24,12,160,94626,3,2.57,1,168,0,0,0,1,1
2694,44,2,197,95147,2,2.04,3,260,0,0,0,1,1
2695,24,19,120,93647,3,6.49,1,124,0,0,0,1,1
2696,32,30,25,95443,2,7.5,3,130,0,0,0,1,1
2697,56,4,104,90079,4,1.1,2,233,0,0,0,1,1
2698,38,23,70,95577,4,3.34,3,153,0,0,0,1,1
2699,61,39,55,92223,2,7.36,1,124,0,1,0,0,1
2700,44,32,90,92569,4,3.08,1,99,1,0,0,0,1
2701,34,7,119,99964,1,5.84,1,52,0,0,0,1,1
2702,46,23,44,94518,3,1.25,1,127,1,0,0,1,1
2703,62,19,158,91123,3,3.83,2,13,0,0,0,1,0
2704,60,15,63,92623,3,4.27,1,4,1,0,0,1,0
2705,32,11,33,91403,1,6.18,2,249,0,0,0,1,1
2706,57,12,48,92578,3,2.67,3,26,0,0,1,0,1
2707,54,38,93,90331,2,2.48,1,124,0,0,0,1,0
2708,29,24,69,97485,3,2.77,3,28,0,0,1,1,1
2709,43,31,24,90739,2,4.67,3,2,0,0,0,1,1
2710,42,23,129,98233,4,7.07,2,227,0,0,0,1,1
2711,48,8,141,94980,2,6.73,1,136,0,0,0,1,1
2712,26,39,107,93878,2,0.93,2,256,0,0,0,1,1
2713,44,22,76,91949,2,7.09,1,239,0,0,0,0,0
2714,37,12,45,93460,3,1.21,3,278,0,0,0,1,0
2715,62,31,25,92128,1,3.62,2,159,0,0,0,0,1
2716,43,14,163,94497,1,6.24,1,5,0,0,0,1,1
2717,37,35,79,92154,2,1.11,3,142,0,0,0,1,1
2718,44,4,119,95230,3,0.8,2,180,0,0,0,0,1
2719,50,21,31,97444,1,2.97,2,29,0,0,0,1,0
2720,36,15,94,91237,4,5.97,2,252,0,0,0,1,1
2721,49,9,22,99958,4,4.41,2,39,0,0,1,1,1
2722,63,23,82,98697,3,3.63,3,186,0,0,0,1,1
2723,62,17,153,95240,4,6.6,3,226,0,0,0,1,0
2724,50,17,38,94815,4,6.25,3,219,0,0,0,1,1
2725,48,6,37,99586,4,6.4,3,42,0,0,0,1,1
2726,24,3,99,90256,1,3.95,1,143,0,0,0,1,1
2727,47,25,190,91720,4,0.65,3,277,0,0,0,0,1
2728,25,4,92,97347,2,1.79,2,173,0,0,0,1,1
2729,30,15,150,97076,2,6.06,2,246,0,0,0,1,1
2730,55,34,145,91071,4,6.15,2,172,0,0,0,1,1
2731,64,25,91,91622,2,7.79,2,40,0,0,0,1,1
2732,57,17,57,92066,1,1.93,1,49,0,0,0,1,1
2733,28,28,87,99261,3,1.42,2,179,0,0,0,1,1
2734,61,22,191,98642,2,1.54,2,158,0,0,0,1,1
2735,45,13,99,90897,4,1.89,2,36,0,0,0,1,1
2736,47,14,61,95175,3,4.46,3,26,0,0,0,0,1
2737,41,32,83,98273,3,7.81,3,255,0,1,0,1,0
2738,27,24,97,98928,4,4.92,1,277,0,0,0,1,1
2739,33,20,146,94174,2,4.42,1,248,0,0,0,1,1
2740,34,16,124,95781,1,5.55,1,180,0,0,0,0,1
2741,32,22,95,93944,2,1.05,2,16,0,0,0,1,1
2742,30,16,184,96426,2,6.62,1,124,0,0,0,1,0
2743,46,13,151,95435,1,5.35,3,211,0,0,0,1,1
2744,50,28,149,99883,3,1.78,3,236,1,0,0,1,1
2745,63,19,141,99371,1,5.23,3,298,0,1,0,1,0
2746,58,29,63,92935,1,4.97,2,199,0,0,0,1,0
2747,59,18,121,95833,4,0.99,2,180,0,0,0,1,1
2748,43,38,81,98088,4,2.5,1,129,0,0,0,1,1
2749,30,12,20,90461,2,3.43,1,120,1,0,0,1,0
2750,31,17,36,90116,4,2.34,1,186,0,0,0,1,1
2751,37,22,35,95785,1,2.32,1,226,0,1,0,0,0
2752,62,32,28,96507,1,4.8,2,161,1,0,0,1,1
2753,40,38,78,99846,4,4.03,3,111,0,0,0,1,1
2754,64,39,138,95830,4,5.5,2,133,0,0,0,1,1
2755,42,17,156,94561,4,7.67,1,185,1,0,0,1,0
2756,28,8,159,99990,1,5.45,2,174,0,0,0,1,1
2757,34,32,138,98127,3,4.87,3,260,0,0,0,1,1
2758,24,31,60,90659,3,6.86,2,268,0,0,0,1,1
2759,29,16,162,92122,4,5.24,3,281,0,0,0,1,1
2760,38,18,85,91586,2,1.74,1,223,0,0,0,1,0
2761,25,26,94,94682,2,2.86,2,251,0,0,0,1,1
2762,25,5,30,96799,3,6.0,1,63,0,0,0,0,1
2763,49,34,27,98826,4,6.04,1,123,0,0,0,1,0
2764,62,36,153,96987,1,7.9,3,69,0,0,0,0,1
2765,60,33,167,97975,2,5.2,3,237,0,0,1,1,1
2766,55,19,186,92882,2,7.25,1,74,0,0,0,1,1
2767,50,24,118,95249,1,0.91,3,9,0,0,0,1,0
2768,23,3,91,92811,1,4.75,3,267,0,0,1,1,1
2769,30,9,132,95527,4,7.4,1,87,0,0,1,1,1
2770,59,9,126,91884,1,2.65,1,49,0,0,0,0,1
2771,54,23,53,99710,1,1.66,3,142,1,0,0,0,1
2772,59,20,76,98813,1,3.13,1,58,0,0,0,1,1
2773,26,10,136,95073,3,6.44,1,210,0,0,0,1,1
2774,52,26,139,99729,1,1.14,3,71,0,0,0,1,0
2775,28,15,166,95416,2,5.0,2,243,0,1,0,1,1
2776,41,25,90,95800,4,1.52,2,238,0,0,0,1,1
2777,54,29,178,96895,4,3.77,1,189,0,0,0,1,0
2778,31,15,59,96315,4,7.74,3,49,0,0,0,1,1
2779,34,6,161,94930,3,1.96,1,204,0,0,0,1,0
2780,33,15,122,92365,2,0.76,3,53,0,0,0,0,1
2781,38,34,143,90854,1,3.7,1,223,0,0,0,0,1
2782,23,15,142,92728,2,4.83,1,155,0,0,0,1,1
2783,43,39,119,90915,4,2.73,3,50,0,0,0,0,1
2784,52,11,184,97173,1,4.56,1,240,0,1,0,1,0
2785,35,34,191,94938,4,7.65,2,160,0,0,0,1,1
2786,56,20,156,90131,4,2.84,2,128,0,0,0,1,0
2787,26,35,77,99308,4,2.82,3,84,0,0,0,0,1
2788,50,16,167,93593,2,4.12,1,68,0,0,0,1,0
2789,60,31,128,99052,2,4.36,2,54,0,0,0,1,0
2790,53,5,140,90293,4,0.51,3,84,0,0,0,1,1
2791,49,23,111,99191,4,5.12,3,79,0,0,0,1,1
2792,27,26,69,93685,1,7.98,3,219,0,1,0,0,1
2793,47,19,167,98016,4,2.69,2,109,0,0,0,1,1
2794,25,24,124,97762,4,5.23,2,252,0,0,0,1,0
2795,55,1,183,96846,4,0.53,2,163,0,0,0,1,1
2796,26,8,136,97584,4,5.03,2,102,0,0,0,1,0
2797,47,27,46,97310,2,3.85,1,112,0,0,0,0,1
2798,42,37,51,95356,4,4.48,2,251,0,0,0,0,1
2799,56,2,20,90286,3,4.58,3,151,0,1,0,0,1
2800,48,19,36,98641,4,1.83,1,250,0,0,0,1,0
2801,27,5,156,96586,2,6.27,2,87,0,1,0,0,1
2802,57,38,103,95303,3,4.67,1,99,0,0,0,1,1
2803,50,32,64,93116,3,2.53,3,119,0,0,0,1,0
2804,51,0,85,95874,4,7.53,2,203,0,1,0,0,1
2805,31,36,51,96970,4,0.6,1,148,0,0,0,0,1
2806,60,5,64,98148,2,5.94,2,200,0,1,0,1,1
2807,28,33,28,98444,3,3.36,1,294,1,0,0,1,1
2808,41,14,49,99611,3,4.42,1,2,0,0,0,1,0
2809,33,25,103,91235,2,2.69,3,67,0,0,0,1,0
2810,24,13,185,90999,4,2.91,3,153,0,0,0,1,1
2811,31,6,79,93760,1,0.61,2,181,0,1,0,1,1
2812,43,30,20,94116,1,5.97,2,12,0,0,0,1,1
2813,46,23,24,94411,3,5.83,1,188,0,0,0,0,1
2814,56,30,82,95557,3,5.41,3,19,0,0,0,1,0
2815,44,28,183,99638,4,7.08,3,282,0,0,0,1,1
2816,25,31,84,95352,1,7.26,1,9,0,0,0,1,1
2817,34,16,97,93683,3,4.67,3,187,0,0,0,1,1
2818,50,13,171,92261,4,5.64,3,18,1,0,0,1,0
2819,52,39,151,91853,1,0.58,1,142,0,0,0,1,0
2820,48,35,133,98791,2,6.85,2,102,0,0,0,1,1
2821,43,23,44,96895,3,6.62,2,240,0,0,1,1,1
2822,50,26,154,92990,2,0.65,2,151,0,0,0,1,0
2823,48,24,160,90862,1,4.57,1,271,0,1,0,1,0
2824,55,31,62,94527,4,7.3,2,187,0,0,0,1,1
2825,43,17,76,91219,4,1.86,1,209,0,0,0,0,1
2826,57,17,183,93795,1,3.14,1,176,0,0,0,0,0
2827,56,36,161,90527,2,2.98,3,193,0,0,0,1,1
2828,63,25,91,97369,4,3.17,3,176,0,0,0,1,0
2829,40,8,46,92922,3,0.81,2,65,0,0,0,1,0
2830,33,34,147,95849,2,2.59,1,1,0,0,0,1,0
2831,45,7,125,91162,2,2.71,2,270,0,0,0,1,1
2832,44,19,184,90846,3,6.99,2,59,0,0,0,1,1
2833,39,21,90,96959,1,3.14,3,42,0,0,0,1,1
2834,27,18,172,93086,4,3.85,2,92,0,0,0,1,0
2835,33,29,86,99962,2,3.36,2,225,0,0,0,1,0
2836,52,27,109,93283,4,1.41,3,285,1,0,1,1,1
2837,37,34,23,93323,4,7.93,2,62,0,0,0,1,1
2838,49,10,125,90445,2,6.69,2,279,0,0,0,0,0
2839,57,30,98,91025,1,4.56,1,13,0,0,0,1,1
2840,55,38,115,99963,2,4.07,2,27,0,0,0,1,1
2841,42,35,112,91359,1,5.37,3,141,0,0,0,0,1
2842,38,29,93,98210,3,2.95,3,107,0,0,0,1,0
2843,56,22,145,96113,1,0.88,1,289,1,0,0,1,0
2844,24,18,35,98752,1,3.53,3,77,0,0,0,1,1
2845,57,11,166,90471,2,7.88,3,246,0,0,0,1,1
2846,62,14,176,90027,4,1.87,3,11,0,0,0,1,0
2847,50,30,135,98751,4,4.46,2,183,0,0,0,1,0
2848,61,36,198,93236,1,0.56,1,295,0,0,0,1,1
2849,28,36,37,99136,1,1.42,1,239,1,0,0,1,1
2850,31,14,191,93948,2,4.9,1,262,1,0,0,0,0
2851,42,28,35,96172,1,2.73,1,72,1,0,0,1,1
2852,23,25,149,91979,2,7.29,3,67,0,0,0,0,1
2853,30,1,75,94921,3,3.55,2,286,0,0,0,1,1
2854,45,19,98,99007,1,2.06,3,219,0,0,0,0,1
2855,25,14,122,92326,3,4.59,3,46,0,0,0,1,1
2856,26,3,47,92330,1,6.46,3,57,0,0,0,1,1
2857,47,21,24,97646,1,0.65,3,23,0,0,0,1,1
2858,60,37,125,91002,3,4.29,1,289,0,0,0,1,1
2859,37,22,41,99734,3,6.3,1,23,1,0,0,1,1
2860,43,25,136,96448,2,1.28,2,63,0,0,0,0,1
2861,57,10,119,96837,2,7.27,3,254,0,0,0,1,0
2862,36,27,32,96467,3,2.48,1,147,0,0,0,0,0
2863,58,1,84,99421,1,1.78,2,115,0,0,0,1,1
2864,34,7,163,97354,2,4.92,3,97,0,1,0,1,1
2865,39,28,105,92529,1,1.81,3,238,0,0,0,1,1
2866,61,10,83,91430,4,5.6,1,282,1,0,0,0,0
2867,31,36,51,93912,2,4.18,3,299,0,0,0,0,0
2868,57,17,99,91532,2,1.32,3,92,0,0,0,1,0
2869,35,13,70,91892,2,7.34,1,64,0,0,0,1,1
2870,37,9,98,91421,4,5.55,2,173,1,0,0,1,0
2871,40,34,193,98582,3,4.59,2,234,0,0,0,1,1
2872,55,8,199,95768,1,3.31,1,166,0,0,0,1,1
2873,28,34,125,92818,4,1.51,1,236,0,0,0,1,1
2874,49,10,82,95617,3,5.81,2,6,0,0,1,1,1
2875,45,11,95,91195,2,6.6,2,42,0,0,0,0,1
2876,49,2,79,96229,3,1.44,1,275,0,0,0,1,1
2877,56,38,84,99049,3,4.21,1,152,1,0,0,1,0
2878,60,13,136,95305,3,4.14,1,42,0,0,0,1,0
2879,36,27,100,99708,1,3.12,3,212,0,0,0,1,0
2880,58,10,124,98077,3,6.42,1,200,1,0,0,1,0
2881,30,38,147,99345,3,1.25,3,154,0,0,0,1,1
2882,57,24,90,90842,3,2.04,2,219,0,0,0,1,1
2883,41,20,105,95200,3,0.51,2,152,0,0,0,1,1
2884,52,9,173,95921,4,3.3,1,35,0,0,0,1,1
2885,36,14,159,99874,4,2.68,1,225,0,0,0,1,1
2886,42,18,90,90294,3,7.0,2,120,0,0,0,1,0
2887,47,21,65,96097,3,6.09,2,8,0,0,0,1,1
2888,62,20,66,96412,3,1.13,2,180,1,0,0,1,1
2889,46,31,98,98836,2,6.06,2,20,0,0,0,1,0
2890,36,22,185,96678,3,5.57,1,271,0,0,0,1,0
2891,48,12,168,95020,3,2.61,3,193,0,0,0,0,1
2892,60,4,161,95743,4,0.62,2,25,0,0,0,1,1
2893,45,3,149,90110,4,1.36,2,284,0,0,0,0,0
2894,44,27,146,98775,4,2.37,3,97,0,0,0,1,1
2895,41,13,128,99678,1,6.62,1,218,0,0,0,1,0
2896,25,7,138,94864,2,3.99,3,272,0,0,0,1,1
2897,64,8,120,91648,3,7.39,1,287,1,0,0,1,1
2898,41,34,180,96381,4,6.42,1,65,0,0,0,0,1
2899,31,36,25,92381,1,2.65,1,110,1,1,0,1,1
2900,50,20,145,90105,3,6.84,1,211,0,0,0,1,1
2901,42,17,122,95818,3,1.38,1,170,0,0,0,1,1
2902,29,32,56,99886,4,0.77,2,58,0,0,0,0,0
2903,36,7,161,99925,3,5.06,1,29,0,0,0,1,1
2904,31,16,56,90381,3,3.06,2,266,0,1,0,1,1
2905,41,30,27,94356,3,2.97,1,153,0,0,0,0,1
2906,36,33,96,95918,4,5.65,2,1,0,0,0,1,1
2907,60,5,160,91316,1,6.88,3,168,0,0,0,1,1
2908,58,21,59,95454,3,2.92,3,213,0,1,0,0,1
